Precio,Direccion,Actualizado,Gastos_Comunes,Piso,Apartamentos_por_Pisos,Cantidad_de_Pisos,Tipo_de_Propiedad,Zona,Estado,Disposicion,Banos,Habitaciones,M2_edificados,M2_de_terraza,M2_del_terreno,Ano_de_Construccion,Dormitorios,Garajes,Plantas,Vista_al_mar,Vivienda_Social,Deposito,Barbacoa,Calefaccion,Mascota,Playroom,GYM,Cochera,Gas_Caneria,Patio,Solarium,Jardin,Duplex,Salon,Aire_Acondicionado,Losa_Radiante,Closet,Parrillero,Balcon,WiFi,Piscina,Amueblado,Descripcion
3300,,2023-10-04,17,0,2,0,Apartamento,Puerto Buceo,A estrenar,Al frente,3,3,140,30,140,2017,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Los datos y cifras que figuran en la publicación son aportados por terceros. Los mismos pueden cambiar sin previo aviso y los interesados deberán constatar los mismos antes de cualquier transacción inmobiliaria.
800,PLAZA INDEPENDENCIA 831,2023-10-04,275,5,0,0,Oficina,Centro,Buen estado,Al frente,2,1,90,0,90,1998,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DESCRIPCIÓN ESPAÑOL:En la zona de Centro en Montevideo, se encuentra esta Oficina, que cumple con buenos estándares de calidad en cuanto a construcción y ubicación. Su ubicación es frente a la plaza independencia y a la avenida 18 de julio.El inmueble posee 90 M² Internos, 2 Baños y Portería 24 hs.Los datos y cifras que figuran en la publicación son aportados por terceros. Los mismos pueden cambiar sin previo aviso y los interesados deberán constatar los mismos antes de cualquier transacción inmobiliaria.BOSTON CLARKS - ALQUILERES MONTEVIDEO-----------------------------ENGLISH DESCRIPTION:Located in the area of Centro, lies this Office under good quality standards regarding construction and location elements.Its location is close enough from Plaza Independencia and 18 Julio Avenue.The property features 90 internal SQM, 2 bathrooms and 24 hs doorman.BOSTON CLARKS – REAL ESTATE IN URUGUAYRef. 1041"
9950,,2023-05-17,0,0,1,3,Oficina,Ciudad Vieja,Excelente estado,No aplica,3,6,1600,0,1600,2011,0,3,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Engel & Völkers Montevideo presenta 585 m2 de oficinas categoría A+ desarrollados en 1 planta, en moderno edificio corporativo con ubicación privilegiada en la Ciudad Vieja.Las oficinas cumplen con todos los estandares de calidad internacionales, a destacar : altura de planta 2,70m, piso tecnico con sistema de reciclaje de aire incluido, doble escalera de emergencia, grupo electrógeno, sistema de aire acondicionado central, sprinklers en todas las plantas y estacionamientos, CCTV en todas las áreas comunes, seguridad 24 horas. El layout de planta es definible de acuerdo a las necesidades de cada empresa (actualmente está diagramado como 2 amplios espacios de open office y 7 privados). Incluye 4 baños compartidos y una gran cocina/cafetería). El edificio de 6 pisos cuenta con un elegante lobby con acceso por dos calles, y un disfrutable rooftop con impresionante vista a la ciudad y a la bahía de Montevideo, de uso previa reserva.4 lugares de estacionamiento disponibles.CONSULTAR por posibilidad de alquiler de más de 1 planta en ***  Gastos comunes.ID 5016"
1390,"Alquiler Apartamento Av Brasil 1 dormitorio con Muebles, patio con Parrillero en Pocitos",2023-06-05,250,0,0,0,Apartamento,Pocitos,Buen estado,No aplica,1,2,45,0,45,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"Amplio Apartamento en la calle Av Brasil, Pocitos - ¡Excelente ubicación cerca de la Rambla!
Descripción: Se ofrece en alquiler un hermoso apartamento ubicado en la calle Av Brasil, en la zona de Pocitos. Esta privilegiada ubicación se encuentra a solo unas cuadras de la Rambla, rodeado de embajadas y colegios, lo que lo convierte en un lugar ideal para vivir.
Características principales:

Amplio living-comedor con mucha luminosidad.
Terraza que brinda un espacio adicional para disfrutar del aire libre.
1 dormitorio espacioso con amplios armarios.
Cocina integrada con muebles modernos, ofreciendo un diseño funcional y elegante.
Patio propio con parrillero, perfecto para realizar reuniones y disfrutar de asados al aire libre.

Este apartamento es perfecto para aquellos que buscan comodidad, ubicación privilegiada y un ambiente acogedor. Los muebles modernos y la distribución funcional hacen de este lugar un espacio ideal para vivir.
No pierdas la oportunidad de vivir en una de las mejores zonas de la ciudad, rodeado de embajadas, colegios y con fácil acceso a la Rambla."
3000,,2023-10-06,950,0,0,0,Apartamento,Carrasco,Excelente estado,Al frente,3,5,220,0,220,2011,4,2,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,"Este apartamento en alquiler con opción amueblado en Carrasco Sur consta de una planta principal de aprox 160 mt2 que nos recibe con un amplio living comedor/estar con acceso a una terraza al frente. A continuación encontramos una cocina definida y el toilette.El área privada consta de tres dormitorios, el principal en suite con jacuzzi y duchero independientes y los otros dos dormitorios comparten un baño. Cuenta con calefacción individual por loza radiante eléctrica.Adicionalmente en planta baja cuenta con un loft independiente de uso exclusivo de 60 mt2 aprox con living, dormitorio, cocina, baño y patio, el cual puede usarse como apartamento separado, playroom o 4° dormitorio.El edificio cuenta con vigilancia presencial con horario y virtual 24 horas. La propiedad se complementa con dos garajes y box.Opción amueblado por USD 300 adicionalesGastos comunes $38.000ID 3044"
1175,Rambla O Higgins,2023-03-22,117,7,0,0,Apartamento,Malvín,A estrenar,Al frente,1,2,0,0,59,2021,1,1,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,"Torre Arenas LANZAMIENTO ! Torre Arenas es un excepcional emprendimiento en la Rambla de Malvín. Serán 4 bloques que formarán un importante complejo, con una moderna fachada con vista al mar. Tendrá un gran cuidado en los detalles y en la calidad de los materiales.Características Generales :4 bloques con unidades de 1, 2 y 3 dormitorios y amplios monoambientes. Las unidades de 3 dormitorios se logran juntando 2 unidades. Ejemplo : Una opción es uniendo una unidad tipo 02 con una unidad tipo 03. Disponemos de planos con varias opciones posibles.Entrada principal con espectacular hall en doble altura de innovador diseño.Se le dedicarán importantes espacios a las áreas comunes y sus servicios. A ESTRENAR sobre Rambla de Malvín ! Espectacular esquina y entorno.Torre II sobre Avenida 18 de Diciembre, piso 10 al frente sobre 18 de dicembre. Living comedor con vista lateral al mar. 1 dormitorio con placares y amplios ventanales con vista. Cocina integrada con barra, 1 baño completo.Amenities y Servicios : el edificio cuenta con solárium, piscinas e hidromasajes a cielo abierto en piso 12, 2 grandes salones de eventos, 2 parrilleros abiertos, gimnasio y lavadero.Garage opcional (no incluido en el precio). Consultar.- Gastos comunes estimados : 5.650=. pesos uruguayos.-Consulte otras opciones disponibles.Iniciativas Inmobiliarias.- Solárium, piscinas e hidromasajes a cielo abierto en piso 12.2 grandes salones de eventos.2 parrilleros abiertos.Gimnasio.Lavadero. Ejemplo de forma de pago :Seña: 10%Compromiso: 20% (a los 30 días de la seña)40 cuotas mensuales del 1,75% cada una. (CW174210)"
6000,,2023-06-07,0,0,0,0,Casa,Carrasco,Reciclada,No aplica,3,5,550,0,550,1970,4,3,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,"Importante casa en Carrasco con 500 m2 construidos en un terreno de aprox 900 m2, desarrollada en 2 plantas, y reciclada en 2012. Luminosa y caracterizada por la amplitud de sus ambientes. En Planta baja ofrece recepción, elegante living al frente con estufa a leña, comedor, y baño social. Acogedor estar de generosas dimensiones con estufa a leña, que se abre a una amplia terraza cubierta con parrillero y horno de pan, con vista al jardín. Cocina integrada con área de comedor diario. Amplio estudio. Gran dormitorio en suite. Área de servicio que incluye dormitorio de servicio completo con baño y lavadero. En planta alta amplio estar íntimo, y 3 amplios dormitorios en suite. Salida a disfrutable terraza de 50 m2 con pérgola y deck. Calefacción por losa radiante de piso a gas. Agua caliente central. Aire acondicionado adicional. Disfrutable jardín con piscina. Acceso a bodega (cava) subterránea con sistema de climatización permanente. Cuenta con un espacio de estacionamiento cubierto y 2 espacios de estacionamiento adicionales. Sistema de alarma con sensores interiores y exteriores, rejas en las aberturas y servicio contratado de guardia nocturna.Disponible a partir de JULIO 2023.OPCIÓN VENTA a consultar.ID 3270"
1200,"Carrasco, Reciclado, muy lindo, super despejado, estufa leña, garaje, parrillero. Vealo!",2023-10-06,525,0,0,0,Apartamento,Carrasco,Buen estado,No aplica,3,4,90,0,90,0,3,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"Excelente locomoción, piso alto, 90 mts. 7 mts balcón cerrado con deck de madera, living comedor con estufa de leña, pisos de parquet en todos el apartamento, 3 dormitorios 3 baños 1 suite cocina reciclada, garaje grande para 1 auto y lavadero o tender o deposito , calefacción por equipos de aire acondicionado, pisos de parquet -  rejas perimetrales, ascensor, portero eléctrico. Vigilancia 24 h, Vista hasta el mar.!! Unidad toda exterior super iluminada y despejada. En comun lindo Jardin con Parrillero. TODO RECICLADO. Garantia: Aseguradoras / Bien inmueble / Aval Bancario"
1375,Alquiler Apartamento 4 dormitorios con flor de vista al parque de Villa Biarrtiz,2023-10-06,437,0,0,0,Apartamento,Pocitos,Buen estado,No aplica,3,5,120,0,120,0,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fabuloso apartamento living comedor terraza flor de vista al parque de Villa Biarrtiz, 4 dormitorios, 3 baños, cocina terraza lavadero, porteria 24 hs, Garaje, Calefaccion. **disponible a partir de Marzo 2024**,lovemoshoy"
1100,Alquiler Apartamento 1 dormitorio como a estrenar Carrasco Este Lagos,2023-08-18,200,0,0,0,Apartamento,Carrasco,Buen estado,No aplica,1,2,48,0,48,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,"El concepto de WELL parte de la convicción de que la manera en que vivimos está determinada por donde vivimos. WELL propone un estilo de vida más saludable y armónico, frente al lago, en un lugar donde la luz y la presencia tranquilizadora del agua juegan un rol preponderante; un entorno donde poder disfrutar los productos de tu propia huerta, con tecnología de última generación que cuida el ambiente y te brinda confort, con amenities que te invitan a ponerte en movimiento. Todo en un ambiente seguro con  vigilancia las 24 horas.
Todo en WELL está concebido para conectarnos con nuestra esencia natural, diseñado para hacer posible el descanso, la relajación, el deporte y la creatividad. Un conjunto de aspectos fundamentales para potenciar el desarrollo personal. En una ubicación privilegiada, como es LAGOS, con sus espejos de agua que marcan el ritmo y el tono del lugar, conforma un entramado urbano y de características excepcionales que permite recuperar el sentido de comunidad en un entorno protegido y seguro.
Con WELL todo es más sencillo, con una completa zona comercial y de servicios muy cercana, próximo a la zona de los colegios, encantadores cafés o restaurantes con una oferta gastronómica única.
Su ubicación estratégica lo conecta con Carrasco, Zonamerica, el aeropuerto y los balnearios del este. Porque sabemos que estar cerca también es calidad de vida. El diseño arquitectónico proyectado por el estudioPonce de León se integra de forma armónica a la geografía del lugar; potenciado por su belleza, ofrece el contexto ideal para distintas actividades al aire libre o el relax. La ubicación central del lago es una característica capital de este espacio, así como la mimetización de los edificios con el paisaje y la cuidada paleta cromática en la arquitectura.
También se destaca por su diseño abierto al entorno, con generosos ventanales y amplias terrazas voladas que diluyen los límites entre el adentro y el afuera, e invitan tanto a la contemplación como al disfrute activo.
Amenities: 24 horas de portería general para todo el conjunto. CCTV con monitoreo remoto 24 horas. Cerca perimetral. App de gestión para todo el edificio.  WI-FI en áreas comunes. Housekeeping (Opcional).  Compartimentos dedicados para bicicletas.  Estación de carga para vehículos eléctricos. Piscina semi-olímpica de 25m de largo.  Dos salones de usos múltiples con cuidado diseño interior y cocinas equipadas. Fitness Center con equipamiento profesional. Kids room.  Kids playground. Muelle con acceso al lago. Jardinería diseñada. Loundry room con lavarropas, secarropas y mesas de planchado. Vestuarios. Generador para áreas comunes y elevadores. Zona con plantación de árboles frutales.  Zona de huertas orgánicas.
Ofrecemos unidades 1 dormitorio . Luminoso apartamento equipado a estrenar en Parque Miramar, edificio WELL. Dormitorio con walk-in closet, Baño completo y living comedor con cocina integrada, equipada con muebles de ultima calidad. Terraza con parrillero. Aires acondicionados.  "
900,Alquiler Oficinas 186 m2 en Rambla 25 de Agosto frente al Puerto de Ciudad Vieja. Se puede alquilar juntos o separados.,2022-10-20,412,0,0,0,Apartamento,Centro,Buen estado,No aplica,3,4,186,0,186,0,3,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dos Oficinas adelante con mampara de vidrio. Algunos aire acondicionado, 3 baños y kitchenette, portero de 9 a 18. No tiene garage.Rambla 25 de Agosto: Son una unica o separado en 2 oficinas de la rambla portuaria.Luminoso espacio con la mejor vista de la Bahia de Montevideo, desde el ùnico edificio alto frente al puerto, a minutos de ágil acceso via rambla de cualquier punto de la ciudad.  Son 2 oficinas  que a pueden alquilarse como una o por separado.  Ambas componen todo el piso 7, son la 701 y la 702.- Excelente luminosidad y espaciosas y abierto a negociaciòn.Datos del 702:- 106.80 m2 - 1 oficina privada- 2 aire acondicionados- 2 baños- 1 kitchenette- Alfombrado sin uso en Recepciòn- Gastos approx 9 mil- Alquiler USD 400Datos del 701:- 106.80 m2 - 1 oficina privada- 2 aire acondicionados- 1 baño- 1 kitchenette con calefòn- Gastos aprox 10 mil- Alquiler USD 500Edificio con portero de L-V horario de oficina 9 a 18h, 2 ascensores, Muy tranquilo, En la esquina de Colòn y Rambla se construye un co-work, co-living."
1980,Alquiler Departamento Amoblado vista Golf 2 dormitorios Garaje.,2023-08-05,247,0,0,0,Apartamento,Pocitos,Buen estado,No aplica,2,3,85,0,85,0,2,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Excelente vista al Golf, departamento amueblado sobre Br Artigas,  con living comedor terraza, 2 dormitoiros, 2 baños, suite, cocina lavadero, garaje y box, vigilancia."
1700,Alquiler Apartmento 3 dormitorios con muebles en Lagos de Carrasco,2023-04-12,112,0,0,0,Apartamento,Carrasco,Buen estado,No aplica,2,4,91,0,91,0,3,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Ubicado en un punto inimaginable de los Lagos de Carrasco, entre Av. De las Américas y Av. Giannatassio, en un pasaje natural entre los lagos Calcagno y Pescador, comienza a desarrollarse un nuevo concepto: Interlagos, un nuevo estilo de vida te espera.
Los edificios se ubican en la zona de mayor crecimiento ininterrumpido de Montevideo, donde el valor de la propiedad aumenta año a año, con precios increíbles en los Lagos de Carrasco que no parecen de Lagos de Carrasco!
Inversores institucionales aportaron capital para la constitución del Fideicomiso Financiero CasasURU de Desarrollo de Vivienda de Interés Social. El fideicomiso financiero fue autorizado por el BCU y sus títulos de participación cotizan en la Bolsa Electrónica de Valores de Montevideo (BEVSA), para lo cual se deben cumplir una cantidad importante de requisitos regulatorios y de control EFAM S.A. (CPA Ferrere) es el Agente Fiduciario (Fiduciario Profesional también autorizado y regulado por el BCU).
Los apartamentos contaran con: Placares en cocina. Cocina con mesada de granito y pileta de acero inoxidable. Instalación prevista para splits en estar y dormitorios.Aberturas de aluminio anodizado color oscuro. Revestimiento de porcelanato en baños y cocina. Piso vinílico en Listones en living y dormitorios.Seguridad: Cercado perimetral de seguridad. Acceso peatonal con portero eléctrico.Sistema cerrado de cámaras de vigilancia (CCTV). Acceso vehicular con portón motorizado con control remoto.
Exclusivo Apartamento de 3 Dormitorios en INTERLAGOS: Exclusivo Apartamento Totalmente Equipado y Amoblado,
COMODIDADES/EQUIPAMIENTO:

Living comedor totalmente equipado, Smart TV 50´, artículos de decoración exclusivos
Cocina integrada, con amplia mesada doble de Silestone negro absoluto, equipada con anafe vitrocerámico y horno empotrados, campana extractora con purificador de carbón activado, Heladera con Freezer Samsung (Inverter), Microondas y Lavavajillas empotrado de 6 servicios
Terraza frente al Lago Calcagno (cada atardecer es una postal diferente para disfrutar la puesta del sol) con mesa y silla estilo parisino
Dormitorio principal de revista (equipado con sommier Queen) con amplio placard con puertas espejadas.
Dormitorio secundario con cama marinera. Placard con puertas espejadas
Tercer Dormitorio equipado con escritorio (ideal para home office). Placard con puertas espejadas
Terraza lavadero con Lava-Secarropas Samsung (Inverter) de 10kg, Caldereta a gas para agua caliente, tendedero y estantes
Baño amplio con mampara de vidrio templado
Todos los ambientes cuentan con aire acondicionado Inverter LG
Amplio garage para 2 autos y espacio adicional (moto, kayak, etc)
Incluye Vajilla para 6 personas y Menaje (equipamiento de cocina, mesa, etc)
Articulos de decoración, acolchado, almohadas, perchas, etc.
Iluminación de diseño en todos los ambientes
Cortinas Blackout en dormitorios y Screen en living comedor

ELECTRODOMESTICOS:

Horno empotrado
Anafe vitrocerámico
Campana extractora/purificadora
Heladera con Freezer Samsung Inverter
Lava-Secarropas Samsung Inverter
Aire acondicionado LG Inverter en todos los ambientes

**Libre a partir de Junio 23**"
2500,Rambla Republica del Perú al 1300,2023-09-17,950,0,0,0,Apartamento,Pocitos Nuevo,A estrenar,Al frente,2,4,200,0,200,0,3,2,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"Gran apartamento de categoría en primera línea de Pocitos nuevo , luminoso , espacioso , consta de un espacioso living comedor con balcon al frente con vista al río y gran parte de la rambla , 3 dormtiorios 1 de ellos en suite con vestidor y placard con salida a terraza cerrada con jacuzzi , 2 dormitorios completos con baño , sala de estar comedor con puerta con vitreau , gran cocina con anafe amplias mesadas anafe , con gran lugar para lavadero, servicio completo. El piso tiene doble circulación ,con puerta de servicio, propulsión de placares tanto en los dormitorios como en la cocina . Amplio garage para 2 autos o 3 si son pequeños . Salón  con parrillero en PB con salida a un patio amplio y soleado . Se alquila vacío "
722,"Alquiler Apartamentos en Punta Carretas, de categoría para unidades Ambientes y 1 dormitorio a estrenar",2023-08-05,65,0,0,0,Apartamento,Pocitos,Buen estado,No aplica,1,1,43,0,43,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Ubicado sobre la 21 de Setiembre y Sarmiento en la zona de Embajadas, a metros de Parque Rodó. La infraestructura del barrio cuenta con importantes supermercados, comercios, restaurantes, cafés y universidades.
La conectividad del lugar es excelente, con una locomoción muy fluida y variada hacia distintos barrios de Montevideo.
Amplias unidades de 1 dormitorio y mono ambientes. Cada unidad se entregará con equipos de aire acondicionado ya instalados.
Son 13 pisos más planta baja y subsuelo; con amplias unidades de 1 dormitorio y mono ambientes aptos para vivienda u oficina.
Espectacular hall de entrada con co living, el último piso dispondrá de una gran barbacoa, con baños, kitchenette, parrillero, amplias terrazas con vista panorámica y laundry con lava y seca ropas. 
El piso 13 contará con un lavadero de uso común con los lavarropas y secarropas correspondientes.
 

Co-Work and Study Area, Calefacción, Laundry - Lava Seca Ropas"
2650,,2023-05-17,7,0,0,0,Apartamento,Puerto Buceo,Excelente estado,No aplica,2,2,83,17,83,2018,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"Este moderno apartamento amueblado con mobiliario y decoración Premium hace parte del exclusivo edificio Forum Puerto del Buceo. La propiedad nos da la bienvenida con un amplio living-comedor con cocina integrada y un área de escritorio, cuenta además con un toilette. El área privada consta de un cómodo dormitorio en suite y una amplia terraza. El apartamento está completamente amueblado y equipado con elementos de primera categoría a saber: mobiliario BoConcept, electrodomésticos europeos, sillón Natuzzi de cuero italiano entre otros detalles de alta calidad; destacan además la carpintería y una feature wall de Todesquini, cortinas rollers motorizadas, luminarias LED, barra desayunadora, TV Samsung de 55´4K, heladera samsung de alta gama, entre otros detalles únicos. Fórum ofrece el mejor nivel de amenities de edificios en la ciudad: Piscina in/out de 30 mts, piscina interior climatizada, gimnasio, sauna, área de juegos infantiles, business center, salón de niños, salón de jóvenes, salas de reuniones, salones gourmet, seguridad 24 horas, entre otros.Garage opcional para alquiler.El precio publicado es para contrato de 2 años. Consulte si su necesidad es de otro período.ID 3160"
3500,RAMBLA REPUBLICA DEL PERU 1631,2023-10-04,961,0,0,0,Apartamento,Pocitos,Excelente estado,Al frente,2,4,240,29,240,1983,3,2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DESCRIPCIÓN ESPAÑOL:En la zona de Pocitos en Montevideo, Frente al mar, se encuentra este apartamento, que cumple con buenos estándares de calidad en cuanto a construcción y ubicación. Su ubicación es próxima al Montevideo Shopping, la Avenida Luis Alberto de Herrera y la Rambla Republica del Perú.El inmueble posee 240 M² Internos, 30 M² Externos, 3 Dormitorios, Dormitorio de servicio, 2 Baños Completos, 1 Toilette, Terraza al frente, 2 Garage, Calefacción central y Portería 24 hs.Opción de alquiler con muebles.BOSTON CLARKS – APARTAMENTOS EN ALQUILER EN MONTEVIDEO--------------------------------------------ENGLISH DESCRIPTION:Located in the area of Pocitos, in Montevideo and Oceanfront, lies this Unit under good quality standards regarding construction and location elements.Its location is close enough from Montevideo Shopping Mall, to the Avenue Luis Alberto de Herrera and Rambla Republica del Perú.The property features 240 internal SQM, 30 external SQM, 3 bedrooms, Service bedroom, 2 bathrooms, 1 Toilette, 2 Garage, frontal balcony, central heating system and 24 hs doorman.BOSTON CLARKS – REAL ESTATE IN URUGUAYRef. 1034"
3000,MIAMI ,2023-05-16,675,0,0,0,Apartamento,Carrasco,Excelente estado,,3,4,140,0,140,2021,3,2,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"ALQUILER APARTAMENTO AMUEBLADO CARRASCO SUR 3 DORMITORIOS DOS GARAGESESPECTACULAR apartamento amueblado, con diseñado por el interiorista de J.C. Areoso (apartamento publicado en la revista Arte y Diseño), con jardín propio de 115m2.Amplio living comedor en dos ambientes, con los más divinos detalles decoración.En el living, dos sectores de TV uno con pantalla gigante tipo cine. Desde alli salida al jardín, con deck muy arbolado y soleado.La cocina tiene un desayunador muy cómodo, con el mejor equipamiento y mural original de S. ArtolaDos muy buenos dormitorios, uno de ellos en suite con vestidor. Dormitorio de servicio de buen tamaño o tercer dormitorio.El jardín tiene orientación interna, siendo totalmente silencios y disfrutable.El edificio tiene sistema de seguridad de última generación y sistema de  caminería interna, por donde se llega directo al supermercado Devoto. Super práctico!Las dos cocheras son grandes, una tiene capacidad para una lancha o auto y cuatri, etc y tiene box."
1800,Rambla O'Higgins,2023-10-08,450,0,0,0,Apartamento,Pocitos,Buen estado,Al frente,3,4,95,0,100,0,3,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRECIOSA VISTA A RAMBLA DE KIBON - POCITOS.Apartamento en alquiler ubicado sobre la Rambla, a pasos de WTC y minutos de Punta Garretas.Living Comedor de gran tamaño con salida a Terraza con preciosa vista al Mar.Cocina definida de buen tamaño con Anafe, Campana, Horno empotrados. Area de Lavadero y Servicio completo.Hall de distribución hacia 3 Dormitorios todos ellos con placares, 2 Baños completos.  Dormitorio principal en Suite.2 Apartamentos por piso. Pisos de parquet. Placares en Dormitorios y CocinaPorteria y Vigilancia    Garage de buen tamaño para un auto.Gastos comunes $14.000 y $ 18.000 en  invierno, incluye calefacción y portería 24 hs."
3250,Avenida Gral. José María Paz,2023-10-08,0,0,0,0,Casa,Punta Gorda,Buen estado,No aplica,2,4,203,0,484,1980,3,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"EN ALQUILER,  IDEAL EMPRESA, CONSULTORIO,  ESTETICA, PELUQUERIA, GASTRONOMIA. OTROS¿Buscas una casa para Emprendimiento con buena exposiciòn$1  Presentamos esta opciòn en la Avenida Gral. José María Paz, Punta Gorda.Cuenta con un terreno de 484 mts2 con vista a 2 calles y una gran presencia con 42 mts2 de frente.  Está distribuida en 2 plantas con 203 mts2 totales.   Dispone deliving comedor con hogar, 3 dormitorios, 2 baños, amplia cocina con placares sobre y bajo mesada. Area al fondo, garage y espacio al frente  para varios autos. Llamenos,    ¡No pierdas esta oportunidad!"
1800,"Alquilo apartamento 1 dormitorio, amueblado, Punta Carretas, Montevideo Uruguay",2022-10-20,132,0,0,0,Apartamento,Pocitos,Buen estado,No aplica,1,2,80,0,80,0,1,1,,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Próximo a Rambla frente a Plaza Gomensoro estrena extra full equipado. Vigilancia 24 hs. Calefacción, gym, Sauna, Garaje. Vale la pena Verlo! 
Ubicación:                  Juan Benito Blanco – a media cuadra de la Plaza  Gomensoro. Próximo a rambla.
Catastro:                      80 mts. 2 + garaje un auto
Antigüedad:                 Dos años.
Servicios:                     Portería 24 horas, dos ascensores, gimnasio.
Seguridad:                   Rejas frontales, monitoreo web 4 cámaras, sensores, alarmas y pequeño cofre.
Distribución:            Se desarrolla todo al frente.  Con amplia terraza exterior de 25 mts2. Living comedor con pisos de lapacho lustrado, amplia cocina definida, terraza lavadero, dormitorio con vestidor, hall de distribución, baño c/bañera, mampara cristal, ducha escocesa. Profusión de placares.
Electrodomésticos:   Heladera con freezer y frío seco, cocina a gas encendido electrónico, microonda, lavarropa, secarropa, aspiradora, enceradora, plancha, dos calefones,  TV 43 “, equipo de música.
Mobiliario:                Living de cuero.  Sillón reclinable de lectura. Mesa y sillones exteriores de ratán. Placares adicionales al vestidor, en dormitorio. Muebles realizados a medida aprovechan espacios.
Iluminación:                  Completa en led.  Dimmerizable.  Tarifa doble horario.
Calefacción:                 Inteligente, eléctrica sectorizada con domótica. 
El arrendamiento incluye:

Servicio de limpieza  – 6 horas semanales – viste uniforme, máxima confianza.
Mandados:   Pago de consumo de gas y energía eléctrica.
Póliza de incendio.
Costo de mano de obra por monitoreo web que permite únicamente al inquilino visualizar el interior del apto desde su celular.  Manejar el sistema inteligente de encendido de calefones, calefacción y luminarias del apartamento por celular.  (domótica)
Servicio de TV cable
Servicio de internet libre.
Recepción de llamadas sin costo adicional.
Impuestos municipales de costo bimestral.
Pago de gastos comunes mensuales.
Asistencia del propietario cuando así lo requiera para solucionar cualquier problema del apto.

 COSTO ARRENDAMIENTO:   U$S  1800 + 5289 pesos uruguayos.  Garantía 3 meses o carta de embajada.
Costo adicional gas (aprox $ 300) + energía eléctrica ($ 1500).
 En resumen:    Apto. cómodo, seguro y funcional para una persona o pareja, sin mascotas, ni niños. Para que el inquilino se olvide de facturas, limpieza y problemas de la vivienda."
3300,,2023-10-04,17,0,2,0,Apartamento,Puerto Buceo,A estrenar,Al frente,3,3,140,30,140,2017,2,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Los datos y cifras que figuran en la publicación son aportados por terceros. Los mismos pueden cambiar sin previo aviso y los interesados deberán constatar los mismos antes de cualquier transacción inmobiliaria.
800,PLAZA INDEPENDENCIA 831,2023-10-04,275,5,0,0,Oficina,Centro,Buen estado,Al frente,2,1,90,0,90,1998,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DESCRIPCIÓN ESPAÑOL:En la zona de Centro en Montevideo, se encuentra esta Oficina, que cumple con buenos estándares de calidad en cuanto a construcción y ubicación. Su ubicación es frente a la plaza independencia y a la avenida 18 de julio.El inmueble posee 90 M² Internos, 2 Baños y Portería 24 hs.Los datos y cifras que figuran en la publicación son aportados por terceros. Los mismos pueden cambiar sin previo aviso y los interesados deberán constatar los mismos antes de cualquier transacción inmobiliaria.BOSTON CLARKS - ALQUILERES MONTEVIDEO-----------------------------ENGLISH DESCRIPTION:Located in the area of Centro, lies this Office under good quality standards regarding construction and location elements.Its location is close enough from Plaza Independencia and 18 Julio Avenue.The property features 90 internal SQM, 2 bathrooms and 24 hs doorman.BOSTON CLARKS – REAL ESTATE IN URUGUAYRef. 1041"
